SiteCode,TimePoint,NO2_obs
2364A,2019/1/14 8:00,24
2365A,2019/1/14 8:00,26
2366A,2019/1/14 8:00,28
2367A,2019/1/14 8:00,29
2368A,2019/1/14 8:00,22
2369A,2019/1/14 8:00,34
2370A,2019/1/14 8:00,24
2371A,2019/1/14 8:00,25
2373A,2019/1/14 8:00,28
2374A,2019/1/14 8:00,34
2375A,2019/1/14 8:00,28
2376A,2019/1/14 8:00,21
2377A,2019/1/14 8:00,21
2378A,2019/1/14 8:00,25
2379A,2019/1/14 8:00,28
2380A,2019/1/14 8:00,12
2381A,2019/1/14 8:00,28
2382A,2019/1/14 8:00,27
2383A,2019/1/14 8:00,34
2384A,2019/1/14 8:00,31
2385A,2019/1/14 8:00,59
2386A,2019/1/14 8:00,41
2387A,2019/1/14 8:00,49
2389A,2019/1/14 8:00,46
2390A,2019/1/14 8:00,60
2392A,2019/1/14 8:00,41
2394A,2019/1/14 8:00,40
2395A,2019/1/14 8:00,44
2396A,2019/1/14 8:00,30
2398A,2019/1/14 8:00,40
2399A,2019/1/14 8:00,22
2400A,2019/1/14 8:00,28
2401A,2019/1/14 8:00,26
2402A,2019/1/14 8:00,28
2403A,2019/1/14 8:00,51
2404A,2019/1/14 8:00,49
2405A,2019/1/14 8:00,45
2406A,2019/1/14 8:00,60
2407A,2019/1/14 8:00,47
2408A,2019/1/14 8:00,16
2409A,2019/1/14 8:00,22
2410A,2019/1/14 8:00,22
2411A,2019/1/14 8:00,27
2420A,2019/1/14 8:00,24
2421A,2019/1/14 8:00,19
2422A,2019/1/14 8:00,24
2423A,2019/1/14 8:00,50
2424A,2019/1/14 8:00,58
2426A,2019/1/14 8:00,58
2427A,2019/1/14 8:00,50
2428A,2019/1/14 8:00,16
2431A,2019/1/14 8:00,35
2432A,2019/1/14 8:00,46
2433A,2019/1/14 8:00,40
2434A,2019/1/14 8:00,44
2435A,2019/1/14 8:00,45
2436A,2019/1/14 8:00,56
2437A,2019/1/14 8:00,43
2438A,2019/1/14 8:00,24
2439A,2019/1/14 8:00,30
2440A,2019/1/14 8:00,46
2441A,2019/1/14 8:00,32
2443A,2019/1/14 8:00,19
2444A,2019/1/14 8:00,16
2446A,2019/1/14 8:00,27
2447A,2019/1/14 8:00,30
2448A,2019/1/14 8:00,35
2449A,2019/1/14 8:00,37
2450A,2019/1/14 8:00,41
2451A,2019/1/14 8:00,4
2452A,2019/1/14 8:00,20
2453A,2019/1/14 8:00,25
2456A,2019/1/14 8:00,29
2457A,2019/1/14 8:00,38
2458A,2019/1/14 8:00,41
2459A,2019/1/14 8:00,32
2460A,2019/1/14 8:00,47
2461A,2019/1/14 8:00,49
2462A,2019/1/14 8:00,19
2463A,2019/1/14 8:00,26
2465A,2019/1/14 8:00,32
2466A,2019/1/14 8:00,31
2467A,2019/1/14 8:00,18
2468A,2019/1/14 8:00,41
2469A,2019/1/14 8:00,37
2470A,2019/1/14 8:00,34
2471A,2019/1/14 8:00,40
2472A,2019/1/14 8:00,38
2473A,2019/1/14 8:00,37
2474A,2019/1/14 8:00,29
2475A,2019/1/14 8:00,36
2476A,2019/1/14 8:00,28
2477A,2019/1/14 8:00,24
2478A,2019/1/14 8:00,22
2479A,2019/1/14 8:00,36
2480A,2019/1/14 8:00,24
2481A,2019/1/14 8:00,26
2487A,2019/1/14 8:00,19
2488A,2019/1/14 8:00,45
2489A,2019/1/14 8:00,36
2490A,2019/1/14 8:00,18
2491A,2019/1/14 8:00,27
2495A,2019/1/14 8:00,10
2496A,2019/1/14 8:00,21
2497A,2019/1/14 8:00,31
2498A,2019/1/14 8:00,17
2514A,2019/1/14 8:00,18
2515A,2019/1/14 8:00,14
2842A,2019/1/14 8:00,37
2845A,2019/1/14 8:00,83
2846A,2019/1/14 8:00,46
2858A,2019/1/14 8:00,107
2859A,2019/1/14 8:00,79
2860A,2019/1/14 8:00,78
2862A,2019/1/14 8:00,125
2865A,2019/1/14 8:00,56
2866A,2019/1/14 8:00,70
2868A,2019/1/14 8:00,53
2869A,2019/1/14 8:00,41
2870A,2019/1/14 8:00,70
2871A,2019/1/14 8:00,60
2872A,2019/1/14 8:00,65
2873A,2019/1/14 8:00,79
2874A,2019/1/14 8:00,5
2875A,2019/1/14 8:00,31
2877A,2019/1/14 8:00,75
2878A,2019/1/14 8:00,65
2897A,2019/1/14 8:00,62
2900A,2019/1/14 8:00,62
2907A,2019/1/14 8:00,76
2916A,2019/1/14 8:00,79
2919A,2019/1/14 8:00,83
2920A,2019/1/14 8:00,45
2921A,2019/1/14 8:00,32
2922A,2019/1/14 8:00,87
2923A,2019/1/14 8:00,54
2929A,2019/1/14 8:00,30
2994A,2019/1/14 8:00,45
2996A,2019/1/14 8:00,44
2997A,2019/1/14 8:00,38
3000A,2019/1/14 8:00,77
3002A,2019/1/14 8:00,82
3003A,2019/1/14 8:00,84
3004A,2019/1/14 8:00,72
3005A,2019/1/14 8:00,63
3006A,2019/1/14 8:00,52
3008A,2019/1/14 8:00,83
3009A,2019/1/14 8:00,52
3010A,2019/1/14 8:00,78
3012A,2019/1/14 8:00,25
3020A,2019/1/14 8:00,145
3021A,2019/1/14 8:00,45
3022A,2019/1/14 8:00,76
3026A,2019/1/14 8:00,34
3034A,2019/1/14 8:00,75
3035A,2019/1/14 8:00,27
3036A,2019/1/14 8:00,47
3039A,2019/1/14 8:00,97
3046A,2019/1/14 8:00,37
3048A,2019/1/14 8:00,26
3051A,2019/1/14 8:00,81
3054A,2019/1/14 8:00,46
3057A,2019/1/14 8:00,57
3058A,2019/1/14 8:00,46
3059A,2019/1/14 8:00,54
3061A,2019/1/14 8:00,29
3064A,2019/1/14 8:00,67
3066A,2019/1/14 8:00,53
3131A,2019/1/14 8:00,19
3132A,2019/1/14 8:00,84
3134A,2019/1/14 8:00,36
3138A,2019/1/14 8:00,45
3139A,2019/1/14 8:00,42
3140A,2019/1/14 8:00,35
3141A,2019/1/14 8:00,42
3147A,2019/1/14 8:00,53
3149A,2019/1/14 8:00,40
3151A,2019/1/14 8:00,40
3153A,2019/1/14 8:00,55
3164A,2019/1/14 8:00,38
3169A,2019/1/14 8:00,78
3173A,2019/1/14 8:00,44
3178A,2019/1/14 8:00,64
3185A,2019/1/14 8:00,76
3187A,2019/1/14 8:00,29
3188A,2019/1/14 8:00,61
3190A,2019/1/14 8:00,29
3191A,2019/1/14 8:00,40
3194A,2019/1/14 8:00,47
3195A,2019/1/14 8:00,58
1001A,2019/1/14 9:00,84
1002A,2019/1/14 9:00,21
1003A,2019/1/14 9:00,93
1004A,2019/1/14 9:00,88
1005A,2019/1/14 9:00,86
1006A,2019/1/14 9:00,76
1007A,2019/1/14 9:00,70
1008A,2019/1/14 9:00,47
1009A,2019/1/14 9:00,40
1010A,2019/1/14 9:00,58
1011A,2019/1/14 9:00,74
1012A,2019/1/14 9:00,70
1015A,2019/1/14 9:00,84
1017A,2019/1/14 9:00,90
1018A,2019/1/14 9:00,90
1019A,2019/1/14 9:00,79
1021A,2019/1/14 9:00,90
1023A,2019/1/14 9:00,121
1024A,2019/1/14 9:00,95
1026A,2019/1/14 9:00,114
1027A,2019/1/14 9:00,67
1029A,2019/1/14 9:00,80
1030A,2019/1/14 9:00,102
1031A,2019/1/14 9:00,95
1032A,2019/1/14 9:00,110
1033A,2019/1/14 9:00,111
1034A,2019/1/14 9:00,98
1035A,2019/1/14 9:00,17
1036A,2019/1/14 9:00,128
1037A,2019/1/14 9:00,110
1038A,2019/1/14 9:00,98
1039A,2019/1/14 9:00,92
1040A,2019/1/14 9:00,101
1041A,2019/1/14 9:00,113
1042A,2019/1/14 9:00,49
1043A,2019/1/14 9:00,72
1044A,2019/1/14 9:00,79
1046A,2019/1/14 9:00,72
1047A,2019/1/14 9:00,49
1048A,2019/1/14 9:00,45
1049A,2019/1/14 9:00,41
1050A,2019/1/14 9:00,56
1051A,2019/1/14 9:00,105
1052A,2019/1/14 9:00,105
1053A,2019/1/14 9:00,76
1054A,2019/1/14 9:00,100
1055A,2019/1/14 9:00,87
1056A,2019/1/14 9:00,100
1057A,2019/1/14 9:00,23
1059A,2019/1/14 9:00,36
1060A,2019/1/14 9:00,27
1061A,2019/1/14 9:00,12
1062A,2019/1/14 9:00,54
1063A,2019/1/14 9:00,31
1064A,2019/1/14 9:00,44
1065A,2019/1/14 9:00,46
1066A,2019/1/14 9:00,35
1067A,2019/1/14 9:00,76
1068A,2019/1/14 9:00,102
1070A,2019/1/14 9:00,91
1071A,2019/1/14 9:00,80
1072A,2019/1/14 9:00,100
1073A,2019/1/14 9:00,99
1074A,2019/1/14 9:00,62
1075A,2019/1/14 9:00,54
1077A,2019/1/14 9:00,93
1078A,2019/1/14 9:00,72
1079A,2019/1/14 9:00,70
1080A,2019/1/14 9:00,99
1081A,2019/1/14 9:00,72
1083A,2019/1/14 9:00,35
1084A,2019/1/14 9:00,104
1085A,2019/1/14 9:00,90
1086A,2019/1/14 9:00,72
1087A,2019/1/14 9:00,76
1088A,2019/1/14 9:00,68
1089A,2019/1/14 9:00,80
1090A,2019/1/14 9:00,54
1091A,2019/1/14 9:00,81
1092A,2019/1/14 9:00,88
1093A,2019/1/14 9:00,78
1094A,2019/1/14 9:00,59
1095A,2019/1/14 9:00,63
1096A,2019/1/14 9:00,71
1097A,2019/1/14 9:00,60
1098A,2019/1/14 9:00,54
1099A,2019/1/14 9:00,67
1100A,2019/1/14 9:00,64
1102A,2019/1/14 9:00,61
1103A,2019/1/14 9:00,80
1104A,2019/1/14 9:00,76
1105A,2019/1/14 9:00,71
1106A,2019/1/14 9:00,77
1108A,2019/1/14 9:00,76
1109A,2019/1/14 9:00,60
1110A,2019/1/14 9:00,59
1111A,2019/1/14 9:00,53
1112A,2019/1/14 9:00,65
1113A,2019/1/14 9:00,35
1114A,2019/1/14 9:00,37
1115A,2019/1/14 9:00,49
1116A,2019/1/14 9:00,42
1117A,2019/1/14 9:00,67
1118A,2019/1/14 9:00,31
1119A,2019/1/14 9:00,54
1120A,2019/1/14 9:00,66
1121A,2019/1/14 9:00,50
1122A,2019/1/14 9:00,47
1123A,2019/1/14 9:00,46
1124A,2019/1/14 9:00,31
1125A,2019/1/14 9:00,51
1126A,2019/1/14 9:00,46
1127A,2019/1/14 9:00,41
1128A,2019/1/14 9:00,52
1129A,2019/1/14 9:00,69
1130A,2019/1/14 9:00,61
1131A,2019/1/14 9:00,38
1132A,2019/1/14 9:00,61
1133A,2019/1/14 9:00,74
1134A,2019/1/14 9:00,77
1135A,2019/1/14 9:00,68
1136A,2019/1/14 9:00,61
1137A,2019/1/14 9:00,73
1138A,2019/1/14 9:00,34
1139A,2019/1/14 9:00,46
1140A,2019/1/14 9:00,64
1141A,2019/1/14 9:00,83
1143A,2019/1/14 9:00,86
1144A,2019/1/14 9:00,88
1145A,2019/1/14 9:00,80
1146A,2019/1/14 9:00,64
1147A,2019/1/14 9:00,96
1148A,2019/1/14 9:00,79
1149A,2019/1/14 9:00,82
1150A,2019/1/14 9:00,89
1151A,2019/1/14 9:00,64
1152A,2019/1/14 9:00,63
1153A,2019/1/14 9:00,63
1154A,2019/1/14 9:00,72
1155A,2019/1/14 9:00,67
1156A,2019/1/14 9:00,60
1157A,2019/1/14 9:00,57
1158A,2019/1/14 9:00,78
1159A,2019/1/14 9:00,52
1160A,2019/1/14 9:00,60
1161A,2019/1/14 9:00,76
1162A,2019/1/14 9:00,48
1163A,2019/1/14 9:00,67
1164A,2019/1/14 9:00,72
1165A,2019/1/14 9:00,75
1166A,2019/1/14 9:00,71
1167A,2019/1/14 9:00,53
1168A,2019/1/14 9:00,64
1169A,2019/1/14 9:00,59
1170A,2019/1/14 9:00,49
1171A,2019/1/14 9:00,82
1172A,2019/1/14 9:00,78
1173A,2019/1/14 9:00,70
1177A,2019/1/14 9:00,50
1178A,2019/1/14 9:00,63
1180A,2019/1/14 9:00,39
1181A,2019/1/14 9:00,55
1182A,2019/1/14 9:00,51
1186A,2019/1/14 9:00,61
1188A,2019/1/14 9:00,80
1189A,2019/1/14 9:00,82
1190A,2019/1/14 9:00,64
1191A,2019/1/14 9:00,76
1192A,2019/1/14 9:00,85
1193A,2019/1/14 9:00,74
1194A,2019/1/14 9:00,87
1195A,2019/1/14 9:00,71
1196A,2019/1/14 9:00,88
1200A,2019/1/14 9:00,74
1201A,2019/1/14 9:00,77
1203A,2019/1/14 9:00,56
1204A,2019/1/14 9:00,61
1205A,2019/1/14 9:00,67
1206A,2019/1/14 9:00,68
1207A,2019/1/14 9:00,57
1209A,2019/1/14 9:00,76
1210A,2019/1/14 9:00,50
1211A,2019/1/14 9:00,58
1212A,2019/1/14 9:00,46
1213A,2019/1/14 9:00,40
1214A,2019/1/14 9:00,55
1215A,2019/1/14 9:00,74
1216A,2019/1/14 9:00,59
1218A,2019/1/14 9:00,51
1220A,2019/1/14 9:00,36
1221A,2019/1/14 9:00,43
1223A,2019/1/14 9:00,51
1225A,2019/1/14 9:00,30
1226A,2019/1/14 9:00,65
1227A,2019/1/14 9:00,46
1228A,2019/1/14 9:00,63
1229A,2019/1/14 9:00,69
1230A,2019/1/14 9:00,59
1231A,2019/1/14 9:00,61
1232A,2019/1/14 9:00,49
1233A,2019/1/14 9:00,33
1234A,2019/1/14 9:00,64
1235A,2019/1/14 9:00,55
1236A,2019/1/14 9:00,65
1237A,2019/1/14 9:00,53
1239A,2019/1/14 9:00,47
1240A,2019/1/14 9:00,62
1241A,2019/1/14 9:00,44
1242A,2019/1/14 9:00,43
1243A,2019/1/14 9:00,37
1244A,2019/1/14 9:00,48
1245A,2019/1/14 9:00,24
1246A,2019/1/14 9:00,53
1247A,2019/1/14 9:00,40
1250A,2019/1/14 9:00,69
1252A,2019/1/14 9:00,69
1253A,2019/1/14 9:00,67
1255A,2019/1/14 9:00,27
1256A,2019/1/14 9:00,48
1257A,2019/1/14 9:00,46
1258A,2019/1/14 9:00,69
1259A,2019/1/14 9:00,22
1260A,2019/1/14 9:00,38
1262A,2019/1/14 9:00,46
1263A,2019/1/14 9:00,40
1264A,2019/1/14 9:00,37
1265A,2019/1/14 9:00,32
1266A,2019/1/14 9:00,39
1267A,2019/1/14 9:00,27
1268A,2019/1/14 9:00,28
1269A,2019/1/14 9:00,24
1270A,2019/1/14 9:00,65
1271A,2019/1/14 9:00,53
1272A,2019/1/14 9:00,42
1273A,2019/1/14 9:00,29
1274A,2019/1/14 9:00,60
1275A,2019/1/14 9:00,46
1276A,2019/1/14 9:00,42
1277A,2019/1/14 9:00,52
1278A,2019/1/14 9:00,59
1279A,2019/1/14 9:00,50
1280A,2019/1/14 9:00,48
1282A,2019/1/14 9:00,41
1283A,2019/1/14 9:00,32
1284A,2019/1/14 9:00,26
1285A,2019/1/14 9:00,28
1286A,2019/1/14 9:00,13
1287A,2019/1/14 9:00,29
1288A,2019/1/14 9:00,21
1290A,2019/1/14 9:00,55
1291A,2019/1/14 9:00,45
1292A,2019/1/14 9:00,28
1293A,2019/1/14 9:00,38
1294A,2019/1/14 9:00,47
1295A,2019/1/14 9:00,50
1296A,2019/1/14 9:00,18
1298A,2019/1/14 9:00,30
1299A,2019/1/14 9:00,64
1300A,2019/1/14 9:00,82
1301A,2019/1/14 9:00,92
1302A,2019/1/14 9:00,83
1303A,2019/1/14 9:00,88
1304A,2019/1/14 9:00,82
1305A,2019/1/14 9:00,89
1306A,2019/1/14 9:00,81
1307A,2019/1/14 9:00,48
1308A,2019/1/14 9:00,58
1309A,2019/1/14 9:00,73
1310A,2019/1/14 9:00,99
1311A,2019/1/14 9:00,55
1312A,2019/1/14 9:00,55
1313A,2019/1/14 9:00,68
1314A,2019/1/14 9:00,68
1315A,2019/1/14 9:00,62
1316A,2019/1/14 9:00,60
1317A,2019/1/14 9:00,69
1318A,2019/1/14 9:00,50
1319A,2019/1/14 9:00,55
1320A,2019/1/14 9:00,41
1321A,2019/1/14 9:00,53
1322A,2019/1/14 9:00,82
1323A,2019/1/14 9:00,72
1324A,2019/1/14 9:00,46
1325A,2019/1/14 9:00,55
1326A,2019/1/14 9:00,48
1327A,2019/1/14 9:00,49
1328A,2019/1/14 9:00,55
1329A,2019/1/14 9:00,39
1331A,2019/1/14 9:00,31
1333A,2019/1/14 9:00,45
1334A,2019/1/14 9:00,34
1336A,2019/1/14 9:00,37
1337A,2019/1/14 9:00,43
1338A,2019/1/14 9:00,37
1339A,2019/1/14 9:00,40
1340A,2019/1/14 9:00,28
1341A,2019/1/14 9:00,42
1342A,2019/1/14 9:00,38
1343A,2019/1/14 9:00,37
1344A,2019/1/14 9:00,33
1345A,2019/1/14 9:00,45
1346A,2019/1/14 9:00,43
1348A,2019/1/14 9:00,42
1349A,2019/1/14 9:00,49
1350A,2019/1/14 9:00,53
1351A,2019/1/14 9:00,38
1352A,2019/1/14 9:00,40
1353A,2019/1/14 9:00,28
1354A,2019/1/14 9:00,32
1355A,2019/1/14 9:00,28
1356A,2019/1/14 9:00,34
1357A,2019/1/14 9:00,24
1358A,2019/1/14 9:00,34
1359A,2019/1/14 9:00,35
1360A,2019/1/14 9:00,69
1361A,2019/1/14 9:00,17
1362A,2019/1/14 9:00,42
1363A,2019/1/14 9:00,14
1364A,2019/1/14 9:00,10
1365A,2019/1/14 9:00,17
1366A,2019/1/14 9:00,6
1367A,2019/1/14 9:00,31
1368A,2019/1/14 9:00,38
1369A,2019/1/14 9:00,19
1370A,2019/1/14 9:00,28
1371A,2019/1/14 9:00,39
1372A,2019/1/14 9:00,32
1373A,2019/1/14 9:00,36
1374A,2019/1/14 9:00,48
1375A,2019/1/14 9:00,42
1376A,2019/1/14 9:00,38
1377A,2019/1/14 9:00,36
1378A,2019/1/14 9:00,33
1379A,2019/1/14 9:00,50
1380A,2019/1/14 9:00,52
1381A,2019/1/14 9:00,37
1382A,2019/1/14 9:00,26
1383A,2019/1/14 9:00,52
1384A,2019/1/14 9:00,54
1385A,2019/1/14 9:00,50
1386A,2019/1/14 9:00,48
1387A,2019/1/14 9:00,48
1388A,2019/1/14 9:00,41
1389A,2019/1/14 9:00,41
1390A,2019/1/14 9:00,40
1391A,2019/1/14 9:00,47
1392A,2019/1/14 9:00,37
1393A,2019/1/14 9:00,32
1394A,2019/1/14 9:00,28
1395A,2019/1/14 9:00,37
1396A,2019/1/14 9:00,27
1397A,2019/1/14 9:00,37
1398A,2019/1/14 9:00,38
1400A,2019/1/14 9:00,44
1508A,2019/1/14 9:00,28
1511A,2019/1/14 9:00,36
1512A,2019/1/14 9:00,38
1513A,2019/1/14 9:00,51
1514A,2019/1/14 9:00,42
1515A,2019/1/14 9:00,39
1518A,2019/1/14 9:00,42
1519A,2019/1/14 9:00,44
1520A,2019/1/14 9:00,38
1524A,2019/1/14 9:00,48
1559A,2019/1/14 9:00,30
1562A,2019/1/14 9:00,36
1564A,2019/1/14 9:00,24
1596A,2019/1/14 9:00,69
1597A,2019/1/14 9:00,72
1598A,2019/1/14 9:00,58
1599A,2019/1/14 9:00,46
1600A,2019/1/14 9:00,55
1601A,2019/1/14 9:00,57
1602A,2019/1/14 9:00,54
1603A,2019/1/14 9:00,71
1604A,2019/1/14 9:00,60
1605A,2019/1/14 9:00,57
1606A,2019/1/14 9:00,41
1607A,2019/1/14 9:00,72
1608A,2019/1/14 9:00,60
1609A,2019/1/14 9:00,83
1610A,2019/1/14 9:00,48
1611A,2019/1/14 9:00,26
1612A,2019/1/14 9:00,30
1613A,2019/1/14 9:00,48
1614A,2019/1/14 9:00,14
1616A,2019/1/14 9:00,59
1618A,2019/1/14 9:00,77
1619A,2019/1/14 9:00,80
1620A,2019/1/14 9:00,74
1621A,2019/1/14 9:00,81
1622A,2019/1/14 9:00,51
1624A,2019/1/14 9:00,46
1625A,2019/1/14 9:00,48
1627A,2019/1/14 9:00,57
1628A,2019/1/14 9:00,77
1629A,2019/1/14 9:00,70
1630A,2019/1/14 9:00,81
1631A,2019/1/14 9:00,84
1632A,2019/1/14 9:00,81
1633A,2019/1/14 9:00,61
1634A,2019/1/14 9:00,73
1635A,2019/1/14 9:00,51
1636A,2019/1/14 9:00,86
1637A,2019/1/14 9:00,68
1639A,2019/1/14 9:00,80
1640A,2019/1/14 9:00,49
1642A,2019/1/14 9:00,60
1643A,2019/1/14 9:00,67
1644A,2019/1/14 9:00,59
1645A,2019/1/14 9:00,55
1646A,2019/1/14 9:00,56
1648A,2019/1/14 9:00,74
1650A,2019/1/14 9:00,75
1652A,2019/1/14 9:00,71
1653A,2019/1/14 9:00,61
1654A,2019/1/14 9:00,64
1655A,2019/1/14 9:00,69
1657A,2019/1/14 9:00,67
1658A,2019/1/14 9:00,69
1659A,2019/1/14 9:00,82
1660A,2019/1/14 9:00,75
1661A,2019/1/14 9:00,68
1662A,2019/1/14 9:00,50
1663A,2019/1/14 9:00,74
1664A,2019/1/14 9:00,64
1665A,2019/1/14 9:00,57
1666A,2019/1/14 9:00,45
1667A,2019/1/14 9:00,44
1669A,2019/1/14 9:00,23
1670A,2019/1/14 9:00,28
1671A,2019/1/14 9:00,27
1672A,2019/1/14 9:00,23
1673A,2019/1/14 9:00,25
1674A,2019/1/14 9:00,32
1675A,2019/1/14 9:00,26
1676A,2019/1/14 9:00,18
1677A,2019/1/14 9:00,34
1678A,2019/1/14 9:00,22
1679A,2019/1/14 9:00,27
1690A,2019/1/14 9:00,27
1691A,2019/1/14 9:00,24
1692A,2019/1/14 9:00,21
1693A,2019/1/14 9:00,25
1694A,2019/1/14 9:00,29
1695A,2019/1/14 9:00,18
1696A,2019/1/14 9:00,27
1697A,2019/1/14 9:00,27
1698A,2019/1/14 9:00,27
1702A,2019/1/14 9:00,29
1703A,2019/1/14 9:00,30
1705A,2019/1/14 9:00,33
1706A,2019/1/14 9:00,31
1708A,2019/1/14 9:00,25
1709A,2019/1/14 9:00,34
1710A,2019/1/14 9:00,32
1711A,2019/1/14 9:00,38
1712A,2019/1/14 9:00,38
1713A,2019/1/14 9:00,54
1714A,2019/1/14 9:00,52
1718A,2019/1/14 9:00,64
1719A,2019/1/14 9:00,55
1720A,2019/1/14 9:00,53
1721A,2019/1/14 9:00,36
1723A,2019/1/14 9:00,47
1724A,2019/1/14 9:00,52
1725A,2019/1/14 9:00,51
1726A,2019/1/14 9:00,26
1727A,2019/1/14 9:00,71
1728A,2019/1/14 9:00,72
1730A,2019/1/14 9:00,62
1731A,2019/1/14 9:00,52
1733A,2019/1/14 9:00,81
1734A,2019/1/14 9:00,83
1735A,2019/1/14 9:00,68
1736A,2019/1/14 9:00,84
1737A,2019/1/14 9:00,83
1738A,2019/1/14 9:00,71
1739A,2019/1/14 9:00,72
1740A,2019/1/14 9:00,71
1741A,2019/1/14 9:00,69
1742A,2019/1/14 9:00,68
1743A,2019/1/14 9:00,58
1744A,2019/1/14 9:00,50
1745A,2019/1/14 9:00,57
1746A,2019/1/14 9:00,65
1748A,2019/1/14 9:00,59
1749A,2019/1/14 9:00,70
1750A,2019/1/14 9:00,57
1751A,2019/1/14 9:00,73
1752A,2019/1/14 9:00,59
1753A,2019/1/14 9:00,54
1754A,2019/1/14 9:00,44
1755A,2019/1/14 9:00,65
1756A,2019/1/14 9:00,51
1757A,2019/1/14 9:00,53
1758A,2019/1/14 9:00,58
1759A,2019/1/14 9:00,53
1760A,2019/1/14 9:00,21
1761A,2019/1/14 9:00,44
1762A,2019/1/14 9:00,62
1763A,2019/1/14 9:00,59
1764A,2019/1/14 9:00,58
1765A,2019/1/14 9:00,56
1766A,2019/1/14 9:00,56
1767A,2019/1/14 9:00,39
1768A,2019/1/14 9:00,63
1769A,2019/1/14 9:00,50
1770A,2019/1/14 9:00,51
1771A,2019/1/14 9:00,56
1772A,2019/1/14 9:00,56
1773A,2019/1/14 9:00,61
1774A,2019/1/14 9:00,51
1775A,2019/1/14 9:00,62
1776A,2019/1/14 9:00,56
1778A,2019/1/14 9:00,34
1779A,2019/1/14 9:00,45
1780A,2019/1/14 9:00,39
1781A,2019/1/14 9:00,39
1782A,2019/1/14 9:00,16
1783A,2019/1/14 9:00,20
1784A,2019/1/14 9:00,43
1785A,2019/1/14 9:00,45
1786A,2019/1/14 9:00,56
1787A,2019/1/14 9:00,47
1788A,2019/1/14 9:00,49
1789A,2019/1/14 9:00,42
1790A,2019/1/14 9:00,40
1791A,2019/1/14 9:00,41
1792A,2019/1/14 9:00,75
1793A,2019/1/14 9:00,49
1794A,2019/1/14 9:00,58
1795A,2019/1/14 9:00,59
1796A,2019/1/14 9:00,69
1797A,2019/1/14 9:00,61
1798A,2019/1/14 9:00,70
1799A,2019/1/14 9:00,74
1800A,2019/1/14 9:00,68
1801A,2019/1/14 9:00,64
1802A,2019/1/14 9:00,64
1803A,2019/1/14 9:00,31
1804A,2019/1/14 9:00,39
1805A,2019/1/14 9:00,31
1806A,2019/1/14 9:00,12
1808A,2019/1/14 9:00,32
1809A,2019/1/14 9:00,28
1810A,2019/1/14 9:00,12
1811A,2019/1/14 9:00,64
1812A,2019/1/14 9:00,82
1814A,2019/1/14 9:00,80
1815A,2019/1/14 9:00,84
1816A,2019/1/14 9:00,87
1817A,2019/1/14 9:00,91
1818A,2019/1/14 9:00,38
1819A,2019/1/14 9:00,49
1820A,2019/1/14 9:00,47
1822A,2019/1/14 9:00,54
1824A,2019/1/14 9:00,50
1825A,2019/1/14 9:00,51
1826A,2019/1/14 9:00,45
1828A,2019/1/14 9:00,72
1829A,2019/1/14 9:00,71
1830A,2019/1/14 9:00,57
1831A,2019/1/14 9:00,40
1832A,2019/1/14 9:00,48
1833A,2019/1/14 9:00,46
1834A,2019/1/14 9:00,38
1835A,2019/1/14 9:00,93
1836A,2019/1/14 9:00,90
1838A,2019/1/14 9:00,94
1839A,2019/1/14 9:00,30
1840A,2019/1/14 9:00,36
1841A,2019/1/14 9:00,36
1842A,2019/1/14 9:00,22
1843A,2019/1/14 9:00,39
1844A,2019/1/14 9:00,41
1845A,2019/1/14 9:00,47
1847A,2019/1/14 9:00,33
1848A,2019/1/14 9:00,48
1849A,2019/1/14 9:00,41
1850A,2019/1/14 9:00,27
1851A,2019/1/14 9:00,45
1852A,2019/1/14 9:00,32
1854A,2019/1/14 9:00,36
1857A,2019/1/14 9:00,29
1862A,2019/1/14 9:00,13
1959A,2019/1/14 9:00,73
1960A,2019/1/14 9:00,64
1961A,2019/1/14 9:00,57
1962A,2019/1/14 9:00,68
1963A,2019/1/14 9:00,61
1964A,2019/1/14 9:00,55
1965A,2019/1/14 9:00,68
1966A,2019/1/14 9:00,44
1968A,2019/1/14 9:00,57
1969A,2019/1/14 9:00,40
1970A,2019/1/14 9:00,39
1971A,2019/1/14 9:00,55
1972A,2019/1/14 9:00,57
1973A,2019/1/14 9:00,62
1974A,2019/1/14 9:00,47
1975A,2019/1/14 9:00,60
1976A,2019/1/14 9:00,43
1978A,2019/1/14 9:00,63
1979A,2019/1/14 9:00,73
1980A,2019/1/14 9:00,74
1981A,2019/1/14 9:00,63
1982A,2019/1/14 9:00,64
1983A,2019/1/14 9:00,45
1984A,2019/1/14 9:00,52
1985A,2019/1/14 9:00,84
1986A,2019/1/14 9:00,73
1987A,2019/1/14 9:00,71
1988A,2019/1/14 9:00,58
1989A,2019/1/14 9:00,76
1990A,2019/1/14 9:00,100
1991A,2019/1/14 9:00,61
1992A,2019/1/14 9:00,84
1993A,2019/1/14 9:00,70
1994A,2019/1/14 9:00,83
1995A,2019/1/14 9:00,82
1996A,2019/1/14 9:00,63
1997A,2019/1/14 9:00,61
1998A,2019/1/14 9:00,46
1999A,2019/1/14 9:00,74
2000A,2019/1/14 9:00,72
2001A,2019/1/14 9:00,79
2002A,2019/1/14 9:00,59
2003A,2019/1/14 9:00,80
2004A,2019/1/14 9:00,74
2006A,2019/1/14 9:00,69
2007A,2019/1/14 9:00,63
