NO2,station_code,pubtime 
10,2347A,2019/1/14 8:00
33,2348A,2019/1/14 8:00
34,2349A,2019/1/14 8:00
22,2350A,2019/1/14 8:00
25,2351A,2019/1/14 8:00
10,2352A,2019/1/14 8:00
17,2353A,2019/1/14 8:00
42,2354A,2019/1/14 8:00
47,2355A,2019/1/14 8:00
36,2356A,2019/1/14 8:00
28,2357A,2019/1/14 8:00
42,2358A,2019/1/14 8:00
31,2359A,2019/1/14 8:00
40,2360A,2019/1/14 8:00
38,2361A,2019/1/14 8:00
16,2362A,2019/1/14 8:00
23,2363A,2019/1/14 8:00
24,2364A,2019/1/14 8:00
26,2365A,2019/1/14 8:00
28,2366A,2019/1/14 8:00
29,2367A,2019/1/14 8:00
22,2368A,2019/1/14 8:00
34,2369A,2019/1/14 8:00
24,2370A,2019/1/14 8:00
25,2371A,2019/1/14 8:00
28,2373A,2019/1/14 8:00
34,2374A,2019/1/14 8:00
28,2375A,2019/1/14 8:00
21,2376A,2019/1/14 8:00
21,2377A,2019/1/14 8:00
25,2378A,2019/1/14 8:00
28,2379A,2019/1/14 8:00
12,2380A,2019/1/14 8:00
28,2381A,2019/1/14 8:00
27,2382A,2019/1/14 8:00
34,2383A,2019/1/14 8:00
31,2384A,2019/1/14 8:00
59,2385A,2019/1/14 8:00
41,2386A,2019/1/14 8:00
49,2387A,2019/1/14 8:00
46,2389A,2019/1/14 8:00
60,2390A,2019/1/14 8:00
,2391A,2019/1/14 8:00
41,2392A,2019/1/14 8:00
40,2394A,2019/1/14 8:00
44,2395A,2019/1/14 8:00
30,2396A,2019/1/14 8:00
40,2398A,2019/1/14 8:00
22,2399A,2019/1/14 8:00
28,2400A,2019/1/14 8:00
26,2401A,2019/1/14 8:00
28,2402A,2019/1/14 8:00
51,2403A,2019/1/14 8:00
49,2404A,2019/1/14 8:00
45,2405A,2019/1/14 8:00
60,2406A,2019/1/14 8:00
47,2407A,2019/1/14 8:00
16,2408A,2019/1/14 8:00
22,2409A,2019/1/14 8:00
22,2410A,2019/1/14 8:00
27,2411A,2019/1/14 8:00
24,2420A,2019/1/14 8:00
19,2421A,2019/1/14 8:00
24,2422A,2019/1/14 8:00
50,2423A,2019/1/14 8:00
58,2424A,2019/1/14 8:00
58,2426A,2019/1/14 8:00
50,2427A,2019/1/14 8:00
16,2428A,2019/1/14 8:00
35,2431A,2019/1/14 8:00
46,2432A,2019/1/14 8:00
40,2433A,2019/1/14 8:00
44,2434A,2019/1/14 8:00
45,2435A,2019/1/14 8:00
56,2436A,2019/1/14 8:00
43,2437A,2019/1/14 8:00
24,2438A,2019/1/14 8:00
30,2439A,2019/1/14 8:00
46,2440A,2019/1/14 8:00
32,2441A,2019/1/14 8:00
19,2443A,2019/1/14 8:00
16,2444A,2019/1/14 8:00
27,2446A,2019/1/14 8:00
30,2447A,2019/1/14 8:00
35,2448A,2019/1/14 8:00
37,2449A,2019/1/14 8:00
41,2450A,2019/1/14 8:00
4,2451A,2019/1/14 8:00
20,2452A,2019/1/14 8:00
25,2453A,2019/1/14 8:00
29,2456A,2019/1/14 8:00
38,2457A,2019/1/14 8:00
41,2458A,2019/1/14 8:00
32,2459A,2019/1/14 8:00
47,2460A,2019/1/14 8:00
49,2461A,2019/1/14 8:00
19,2462A,2019/1/14 8:00
26,2463A,2019/1/14 8:00
,2464A,2019/1/14 8:00
32,2465A,2019/1/14 8:00
31,2466A,2019/1/14 8:00
18,2467A,2019/1/14 8:00
41,2468A,2019/1/14 8:00
37,2469A,2019/1/14 8:00
34,2470A,2019/1/14 8:00
40,2471A,2019/1/14 8:00
38,2472A,2019/1/14 8:00
37,2473A,2019/1/14 8:00
29,2474A,2019/1/14 8:00
36,2475A,2019/1/14 8:00
28,2476A,2019/1/14 8:00
24,2477A,2019/1/14 8:00
22,2478A,2019/1/14 8:00
36,2479A,2019/1/14 8:00
24,2480A,2019/1/14 8:00
26,2481A,2019/1/14 8:00
19,2487A,2019/1/14 8:00
45,2488A,2019/1/14 8:00
36,2489A,2019/1/14 8:00
18,2490A,2019/1/14 8:00
27,2491A,2019/1/14 8:00
10,2495A,2019/1/14 8:00
21,2496A,2019/1/14 8:00
31,2497A,2019/1/14 8:00
17,2498A,2019/1/14 8:00
18,2514A,2019/1/14 8:00
14,2515A,2019/1/14 8:00
37,2842A,2019/1/14 8:00
83,2845A,2019/1/14 8:00
46,2846A,2019/1/14 8:00
107,2858A,2019/1/14 8:00
79,2859A,2019/1/14 8:00
78,2860A,2019/1/14 8:00
125,2862A,2019/1/14 8:00
56,2865A,2019/1/14 8:00
70,2866A,2019/1/14 8:00
53,2868A,2019/1/14 8:00
41,2869A,2019/1/14 8:00
70,2870A,2019/1/14 8:00
60,2871A,2019/1/14 8:00
65,2872A,2019/1/14 8:00
79,2873A,2019/1/14 8:00
5,2874A,2019/1/14 8:00
31,2875A,2019/1/14 8:00
75,2877A,2019/1/14 8:00
65,2878A,2019/1/14 8:00
62,2897A,2019/1/14 8:00
62,2900A,2019/1/14 8:00
76,2907A,2019/1/14 8:00
79,2916A,2019/1/14 8:00
83,2919A,2019/1/14 8:00
45,2920A,2019/1/14 8:00
32,2921A,2019/1/14 8:00
87,2922A,2019/1/14 8:00
54,2923A,2019/1/14 8:00
30,2929A,2019/1/14 8:00
45,2994A,2019/1/14 8:00
44,2996A,2019/1/14 8:00
38,2997A,2019/1/14 8:00
77,3000A,2019/1/14 8:00
82,3002A,2019/1/14 8:00
84,3003A,2019/1/14 8:00
72,3004A,2019/1/14 8:00
63,3005A,2019/1/14 8:00
52,3006A,2019/1/14 8:00
83,3008A,2019/1/14 8:00
52,3009A,2019/1/14 8:00
78,3010A,2019/1/14 8:00
25,3012A,2019/1/14 8:00
,3018A,2019/1/14 8:00
145,3020A,2019/1/14 8:00
45,3021A,2019/1/14 8:00
76,3022A,2019/1/14 8:00
,3025A,2019/1/14 8:00
34,3026A,2019/1/14 8:00
75,3034A,2019/1/14 8:00
27,3035A,2019/1/14 8:00
47,3036A,2019/1/14 8:00
97,3039A,2019/1/14 8:00
37,3046A,2019/1/14 8:00
26,3048A,2019/1/14 8:00
81,3051A,2019/1/14 8:00
46,3054A,2019/1/14 8:00
57,3057A,2019/1/14 8:00
46,3058A,2019/1/14 8:00
54,3059A,2019/1/14 8:00
29,3061A,2019/1/14 8:00
67,3064A,2019/1/14 8:00
53,3066A,2019/1/14 8:00
19,3131A,2019/1/14 8:00
84,3132A,2019/1/14 8:00
36,3134A,2019/1/14 8:00
45,3138A,2019/1/14 8:00
42,3139A,2019/1/14 8:00
35,3140A,2019/1/14 8:00
42,3141A,2019/1/14 8:00
53,3147A,2019/1/14 8:00
40,3149A,2019/1/14 8:00
40,3151A,2019/1/14 8:00
55,3153A,2019/1/14 8:00
38,3164A,2019/1/14 8:00
78,3169A,2019/1/14 8:00
44,3173A,2019/1/14 8:00
64,3178A,2019/1/14 8:00
76,3185A,2019/1/14 8:00
29,3187A,2019/1/14 8:00
61,3188A,2019/1/14 8:00
29,3190A,2019/1/14 8:00
40,3191A,2019/1/14 8:00
47,3194A,2019/1/14 8:00
58,3195A,2019/1/14 8:00
84,1001A,2019/1/14 9:00
21,1002A,2019/1/14 9:00
93,1003A,2019/1/14 9:00
88,1004A,2019/1/14 9:00
86,1005A,2019/1/14 9:00
76,1006A,2019/1/14 9:00
70,1007A,2019/1/14 9:00
47,1008A,2019/1/14 9:00
40,1009A,2019/1/14 9:00
58,1010A,2019/1/14 9:00
74,1011A,2019/1/14 9:00
70,1012A,2019/1/14 9:00
84,1015A,2019/1/14 9:00
90,1017A,2019/1/14 9:00
90,1018A,2019/1/14 9:00
79,1019A,2019/1/14 9:00
90,1021A,2019/1/14 9:00
121,1023A,2019/1/14 9:00
95,1024A,2019/1/14 9:00
114,1026A,2019/1/14 9:00
67,1027A,2019/1/14 9:00
80,1029A,2019/1/14 9:00
102,1030A,2019/1/14 9:00
95,1031A,2019/1/14 9:00
110,1032A,2019/1/14 9:00
111,1033A,2019/1/14 9:00
98,1034A,2019/1/14 9:00
17,1035A,2019/1/14 9:00
128,1036A,2019/1/14 9:00
110,1037A,2019/1/14 9:00
98,1038A,2019/1/14 9:00
92,1039A,2019/1/14 9:00
101,1040A,2019/1/14 9:00
113,1041A,2019/1/14 9:00
49,1042A,2019/1/14 9:00
72,1043A,2019/1/14 9:00
79,1044A,2019/1/14 9:00
72,1046A,2019/1/14 9:00
49,1047A,2019/1/14 9:00
45,1048A,2019/1/14 9:00
41,1049A,2019/1/14 9:00
56,1050A,2019/1/14 9:00
105,1051A,2019/1/14 9:00
105,1052A,2019/1/14 9:00
76,1053A,2019/1/14 9:00
100,1054A,2019/1/14 9:00
87,1055A,2019/1/14 9:00
100,1056A,2019/1/14 9:00
23,1057A,2019/1/14 9:00
36,1059A,2019/1/14 9:00
27,1060A,2019/1/14 9:00
12,1061A,2019/1/14 9:00
54,1062A,2019/1/14 9:00
31,1063A,2019/1/14 9:00
44,1064A,2019/1/14 9:00
46,1065A,2019/1/14 9:00
35,1066A,2019/1/14 9:00
76,1067A,2019/1/14 9:00
102,1068A,2019/1/14 9:00
91,1070A,2019/1/14 9:00
80,1071A,2019/1/14 9:00
100,1072A,2019/1/14 9:00
99,1073A,2019/1/14 9:00
62,1074A,2019/1/14 9:00
54,1075A,2019/1/14 9:00
93,1077A,2019/1/14 9:00
72,1078A,2019/1/14 9:00
70,1079A,2019/1/14 9:00
99,1080A,2019/1/14 9:00
72,1081A,2019/1/14 9:00
35,1083A,2019/1/14 9:00
104,1084A,2019/1/14 9:00
90,1085A,2019/1/14 9:00
72,1086A,2019/1/14 9:00
76,1087A,2019/1/14 9:00
68,1088A,2019/1/14 9:00
80,1089A,2019/1/14 9:00
54,1090A,2019/1/14 9:00
81,1091A,2019/1/14 9:00
88,1092A,2019/1/14 9:00
78,1093A,2019/1/14 9:00
59,1094A,2019/1/14 9:00
63,1095A,2019/1/14 9:00
71,1096A,2019/1/14 9:00
60,1097A,2019/1/14 9:00
54,1098A,2019/1/14 9:00
67,1099A,2019/1/14 9:00
64,1100A,2019/1/14 9:00
61,1102A,2019/1/14 9:00
80,1103A,2019/1/14 9:00
76,1104A,2019/1/14 9:00
71,1105A,2019/1/14 9:00
77,1106A,2019/1/14 9:00
76,1108A,2019/1/14 9:00
60,1109A,2019/1/14 9:00
59,1110A,2019/1/14 9:00
53,1111A,2019/1/14 9:00
65,1112A,2019/1/14 9:00
35,1113A,2019/1/14 9:00
37,1114A,2019/1/14 9:00
49,1115A,2019/1/14 9:00
42,1116A,2019/1/14 9:00
67,1117A,2019/1/14 9:00
31,1118A,2019/1/14 9:00
54,1119A,2019/1/14 9:00
66,1120A,2019/1/14 9:00
50,1121A,2019/1/14 9:00
47,1122A,2019/1/14 9:00
46,1123A,2019/1/14 9:00
31,1124A,2019/1/14 9:00
51,1125A,2019/1/14 9:00
46,1126A,2019/1/14 9:00
41,1127A,2019/1/14 9:00
52,1128A,2019/1/14 9:00
69,1129A,2019/1/14 9:00
61,1130A,2019/1/14 9:00
38,1131A,2019/1/14 9:00
61,1132A,2019/1/14 9:00
74,1133A,2019/1/14 9:00
77,1134A,2019/1/14 9:00
68,1135A,2019/1/14 9:00
61,1136A,2019/1/14 9:00
73,1137A,2019/1/14 9:00
34,1138A,2019/1/14 9:00
46,1139A,2019/1/14 9:00
64,1140A,2019/1/14 9:00
83,1141A,2019/1/14 9:00
,1142A,2019/1/14 9:00
86,1143A,2019/1/14 9:00
88,1144A,2019/1/14 9:00
80,1145A,2019/1/14 9:00
64,1146A,2019/1/14 9:00
96,1147A,2019/1/14 9:00
79,1148A,2019/1/14 9:00
82,1149A,2019/1/14 9:00
89,1150A,2019/1/14 9:00
64,1151A,2019/1/14 9:00
63,1152A,2019/1/14 9:00
63,1153A,2019/1/14 9:00
72,1154A,2019/1/14 9:00
67,1155A,2019/1/14 9:00
60,1156A,2019/1/14 9:00
57,1157A,2019/1/14 9:00
78,1158A,2019/1/14 9:00
52,1159A,2019/1/14 9:00
60,1160A,2019/1/14 9:00
76,1161A,2019/1/14 9:00
48,1162A,2019/1/14 9:00
67,1163A,2019/1/14 9:00
72,1164A,2019/1/14 9:00
75,1165A,2019/1/14 9:00
71,1166A,2019/1/14 9:00
53,1167A,2019/1/14 9:00
64,1168A,2019/1/14 9:00
59,1169A,2019/1/14 9:00
49,1170A,2019/1/14 9:00
82,1171A,2019/1/14 9:00
78,1172A,2019/1/14 9:00
70,1173A,2019/1/14 9:00
50,1177A,2019/1/14 9:00
63,1178A,2019/1/14 9:00
39,1180A,2019/1/14 9:00
55,1181A,2019/1/14 9:00
51,1182A,2019/1/14 9:00
,1184A,2019/1/14 9:00
61,1186A,2019/1/14 9:00
,1187A,2019/1/14 9:00
80,1188A,2019/1/14 9:00
82,1189A,2019/1/14 9:00
64,1190A,2019/1/14 9:00
76,1191A,2019/1/14 9:00
85,1192A,2019/1/14 9:00
74,1193A,2019/1/14 9:00
87,1194A,2019/1/14 9:00
71,1195A,2019/1/14 9:00
88,1196A,2019/1/14 9:00
74,1200A,2019/1/14 9:00
77,1201A,2019/1/14 9:00
56,1203A,2019/1/14 9:00
61,1204A,2019/1/14 9:00
67,1205A,2019/1/14 9:00
68,1206A,2019/1/14 9:00
57,1207A,2019/1/14 9:00
76,1209A,2019/1/14 9:00
50,1210A,2019/1/14 9:00
58,1211A,2019/1/14 9:00
46,1212A,2019/1/14 9:00
40,1213A,2019/1/14 9:00
55,1214A,2019/1/14 9:00
74,1215A,2019/1/14 9:00
59,1216A,2019/1/14 9:00
51,1218A,2019/1/14 9:00
36,1220A,2019/1/14 9:00
43,1221A,2019/1/14 9:00
51,1223A,2019/1/14 9:00
,1224A,2019/1/14 9:00
30,1225A,2019/1/14 9:00
65,1226A,2019/1/14 9:00
46,1227A,2019/1/14 9:00
63,1228A,2019/1/14 9:00
69,1229A,2019/1/14 9:00
59,1230A,2019/1/14 9:00
61,1231A,2019/1/14 9:00
49,1232A,2019/1/14 9:00
33,1233A,2019/1/14 9:00
64,1234A,2019/1/14 9:00
55,1235A,2019/1/14 9:00
65,1236A,2019/1/14 9:00
53,1237A,2019/1/14 9:00
47,1239A,2019/1/14 9:00
62,1240A,2019/1/14 9:00
44,1241A,2019/1/14 9:00
43,1242A,2019/1/14 9:00
37,1243A,2019/1/14 9:00
48,1244A,2019/1/14 9:00
24,1245A,2019/1/14 9:00
53,1246A,2019/1/14 9:00
40,1247A,2019/1/14 9:00
69,1250A,2019/1/14 9:00
69,1252A,2019/1/14 9:00
67,1253A,2019/1/14 9:00
27,1255A,2019/1/14 9:00
48,1256A,2019/1/14 9:00
46,1257A,2019/1/14 9:00
69,1258A,2019/1/14 9:00
22,1259A,2019/1/14 9:00
38,1260A,2019/1/14 9:00
46,1262A,2019/1/14 9:00
40,1263A,2019/1/14 9:00
37,1264A,2019/1/14 9:00
32,1265A,2019/1/14 9:00
39,1266A,2019/1/14 9:00
27,1267A,2019/1/14 9:00
28,1268A,2019/1/14 9:00
24,1269A,2019/1/14 9:00
65,1270A,2019/1/14 9:00
53,1271A,2019/1/14 9:00
42,1272A,2019/1/14 9:00
29,1273A,2019/1/14 9:00
60,1274A,2019/1/14 9:00
46,1275A,2019/1/14 9:00
42,1276A,2019/1/14 9:00
52,1277A,2019/1/14 9:00
59,1278A,2019/1/14 9:00
50,1279A,2019/1/14 9:00
48,1280A,2019/1/14 9:00
41,1282A,2019/1/14 9:00
32,1283A,2019/1/14 9:00
26,1284A,2019/1/14 9:00
28,1285A,2019/1/14 9:00
13,1286A,2019/1/14 9:00
29,1287A,2019/1/14 9:00
21,1288A,2019/1/14 9:00
55,1290A,2019/1/14 9:00
45,1291A,2019/1/14 9:00
28,1292A,2019/1/14 9:00
38,1293A,2019/1/14 9:00
47,1294A,2019/1/14 9:00
50,1295A,2019/1/14 9:00
18,1296A,2019/1/14 9:00
30,1298A,2019/1/14 9:00
64,1299A,2019/1/14 9:00
82,1300A,2019/1/14 9:00
92,1301A,2019/1/14 9:00
83,1302A,2019/1/14 9:00
88,1303A,2019/1/14 9:00
82,1304A,2019/1/14 9:00
89,1305A,2019/1/14 9:00
81,1306A,2019/1/14 9:00
48,1307A,2019/1/14 9:00
58,1308A,2019/1/14 9:00
73,1309A,2019/1/14 9:00
99,1310A,2019/1/14 9:00
55,1311A,2019/1/14 9:00
55,1312A,2019/1/14 9:00
68,1313A,2019/1/14 9:00
68,1314A,2019/1/14 9:00
62,1315A,2019/1/14 9:00
60,1316A,2019/1/14 9:00
69,1317A,2019/1/14 9:00
50,1318A,2019/1/14 9:00
55,1319A,2019/1/14 9:00
41,1320A,2019/1/14 9:00
53,1321A,2019/1/14 9:00
82,1322A,2019/1/14 9:00
72,1323A,2019/1/14 9:00
46,1324A,2019/1/14 9:00
55,1325A,2019/1/14 9:00
48,1326A,2019/1/14 9:00
49,1327A,2019/1/14 9:00
55,1328A,2019/1/14 9:00
39,1329A,2019/1/14 9:00
,1330A,2019/1/14 9:00
31,1331A,2019/1/14 9:00
45,1333A,2019/1/14 9:00
34,1334A,2019/1/14 9:00
,1335A,2019/1/14 9:00
37,1336A,2019/1/14 9:00
43,1337A,2019/1/14 9:00
37,1338A,2019/1/14 9:00
40,1339A,2019/1/14 9:00
28,1340A,2019/1/14 9:00
42,1341A,2019/1/14 9:00
38,1342A,2019/1/14 9:00
37,1343A,2019/1/14 9:00
33,1344A,2019/1/14 9:00
45,1345A,2019/1/14 9:00
43,1346A,2019/1/14 9:00
42,1348A,2019/1/14 9:00
49,1349A,2019/1/14 9:00
53,1350A,2019/1/14 9:00
38,1351A,2019/1/14 9:00
40,1352A,2019/1/14 9:00
28,1353A,2019/1/14 9:00
32,1354A,2019/1/14 9:00
28,1355A,2019/1/14 9:00
34,1356A,2019/1/14 9:00
24,1357A,2019/1/14 9:00
34,1358A,2019/1/14 9:00
35,1359A,2019/1/14 9:00
69,1360A,2019/1/14 9:00
17,1361A,2019/1/14 9:00
42,1362A,2019/1/14 9:00
14,1363A,2019/1/14 9:00
10,1364A,2019/1/14 9:00
17,1365A,2019/1/14 9:00
6,1366A,2019/1/14 9:00
31,1367A,2019/1/14 9:00
38,1368A,2019/1/14 9:00
19,1369A,2019/1/14 9:00
28,1370A,2019/1/14 9:00
39,1371A,2019/1/14 9:00
32,1372A,2019/1/14 9:00
36,1373A,2019/1/14 9:00
48,1374A,2019/1/14 9:00
42,1375A,2019/1/14 9:00
38,1376A,2019/1/14 9:00
36,1377A,2019/1/14 9:00
33,1378A,2019/1/14 9:00
50,1379A,2019/1/14 9:00
52,1380A,2019/1/14 9:00
37,1381A,2019/1/14 9:00
26,1382A,2019/1/14 9:00
52,1383A,2019/1/14 9:00
54,1384A,2019/1/14 9:00
50,1385A,2019/1/14 9:00
48,1386A,2019/1/14 9:00
48,1387A,2019/1/14 9:00
41,1388A,2019/1/14 9:00
41,1389A,2019/1/14 9:00
40,1390A,2019/1/14 9:00
47,1391A,2019/1/14 9:00
37,1392A,2019/1/14 9:00
32,1393A,2019/1/14 9:00
28,1394A,2019/1/14 9:00
37,1395A,2019/1/14 9:00
27,1396A,2019/1/14 9:00
37,1397A,2019/1/14 9:00
38,1398A,2019/1/14 9:00
,1399A,2019/1/14 9:00
44,1400A,2019/1/14 9:00
28,1508A,2019/1/14 9:00
36,1511A,2019/1/14 9:00
38,1512A,2019/1/14 9:00
51,1513A,2019/1/14 9:00
42,1514A,2019/1/14 9:00
39,1515A,2019/1/14 9:00
42,1518A,2019/1/14 9:00
44,1519A,2019/1/14 9:00
38,1520A,2019/1/14 9:00
48,1524A,2019/1/14 9:00
30,1559A,2019/1/14 9:00
36,1562A,2019/1/14 9:00
24,1564A,2019/1/14 9:00
69,1596A,2019/1/14 9:00
72,1597A,2019/1/14 9:00
58,1598A,2019/1/14 9:00
46,1599A,2019/1/14 9:00
55,1600A,2019/1/14 9:00
57,1601A,2019/1/14 9:00
54,1602A,2019/1/14 9:00
71,1603A,2019/1/14 9:00
60,1604A,2019/1/14 9:00
57,1605A,2019/1/14 9:00
41,1606A,2019/1/14 9:00
72,1607A,2019/1/14 9:00
60,1608A,2019/1/14 9:00
83,1609A,2019/1/14 9:00
48,1610A,2019/1/14 9:00
26,1611A,2019/1/14 9:00
30,1612A,2019/1/14 9:00
48,1613A,2019/1/14 9:00
14,1614A,2019/1/14 9:00
59,1616A,2019/1/14 9:00
77,1618A,2019/1/14 9:00
80,1619A,2019/1/14 9:00
74,1620A,2019/1/14 9:00
81,1621A,2019/1/14 9:00
51,1622A,2019/1/14 9:00
46,1624A,2019/1/14 9:00
48,1625A,2019/1/14 9:00
57,1627A,2019/1/14 9:00
77,1628A,2019/1/14 9:00
70,1629A,2019/1/14 9:00
81,1630A,2019/1/14 9:00
84,1631A,2019/1/14 9:00
81,1632A,2019/1/14 9:00
61,1633A,2019/1/14 9:00
73,1634A,2019/1/14 9:00
51,1635A,2019/1/14 9:00
86,1636A,2019/1/14 9:00
68,1637A,2019/1/14 9:00
,1638A,2019/1/14 9:00
80,1639A,2019/1/14 9:00
49,1640A,2019/1/14 9:00
,1641A,2019/1/14 9:00
60,1642A,2019/1/14 9:00
67,1643A,2019/1/14 9:00
59,1644A,2019/1/14 9:00
55,1645A,2019/1/14 9:00
56,1646A,2019/1/14 9:00
74,1648A,2019/1/14 9:00
75,1650A,2019/1/14 9:00
71,1652A,2019/1/14 9:00
61,1653A,2019/1/14 9:00
64,1654A,2019/1/14 9:00
69,1655A,2019/1/14 9:00
,1656A,2019/1/14 9:00
67,1657A,2019/1/14 9:00
69,1658A,2019/1/14 9:00
82,1659A,2019/1/14 9:00
75,1660A,2019/1/14 9:00
68,1661A,2019/1/14 9:00
50,1662A,2019/1/14 9:00
74,1663A,2019/1/14 9:00
64,1664A,2019/1/14 9:00
57,1665A,2019/1/14 9:00
45,1666A,2019/1/14 9:00
44,1667A,2019/1/14 9:00
23,1669A,2019/1/14 9:00
28,1670A,2019/1/14 9:00
27,1671A,2019/1/14 9:00
23,1672A,2019/1/14 9:00
25,1673A,2019/1/14 9:00
32,1674A,2019/1/14 9:00
26,1675A,2019/1/14 9:00
18,1676A,2019/1/14 9:00
34,1677A,2019/1/14 9:00
22,1678A,2019/1/14 9:00
27,1679A,2019/1/14 9:00
27,1690A,2019/1/14 9:00
24,1691A,2019/1/14 9:00
21,1692A,2019/1/14 9:00
25,1693A,2019/1/14 9:00
29,1694A,2019/1/14 9:00
18,1695A,2019/1/14 9:00
27,1696A,2019/1/14 9:00
27,1697A,2019/1/14 9:00
27,1698A,2019/1/14 9:00
29,1702A,2019/1/14 9:00
30,1703A,2019/1/14 9:00
33,1705A,2019/1/14 9:00
31,1706A,2019/1/14 9:00
25,1708A,2019/1/14 9:00
34,1709A,2019/1/14 9:00
32,1710A,2019/1/14 9:00
38,1711A,2019/1/14 9:00
38,1712A,2019/1/14 9:00
54,1713A,2019/1/14 9:00
52,1714A,2019/1/14 9:00
64,1718A,2019/1/14 9:00
55,1719A,2019/1/14 9:00
53,1720A,2019/1/14 9:00
36,1721A,2019/1/14 9:00
47,1723A,2019/1/14 9:00
52,1724A,2019/1/14 9:00
51,1725A,2019/1/14 9:00
26,1726A,2019/1/14 9:00
71,1727A,2019/1/14 9:00
72,1728A,2019/1/14 9:00
62,1730A,2019/1/14 9:00
52,1731A,2019/1/14 9:00
81,1733A,2019/1/14 9:00
83,1734A,2019/1/14 9:00
68,1735A,2019/1/14 9:00
84,1736A,2019/1/14 9:00
83,1737A,2019/1/14 9:00
71,1738A,2019/1/14 9:00
72,1739A,2019/1/14 9:00
71,1740A,2019/1/14 9:00
69,1741A,2019/1/14 9:00
68,1742A,2019/1/14 9:00
58,1743A,2019/1/14 9:00
50,1744A,2019/1/14 9:00
57,1745A,2019/1/14 9:00
65,1746A,2019/1/14 9:00
59,1748A,2019/1/14 9:00
70,1749A,2019/1/14 9:00
57,1750A,2019/1/14 9:00
73,1751A,2019/1/14 9:00
59,1752A,2019/1/14 9:00
54,1753A,2019/1/14 9:00
44,1754A,2019/1/14 9:00
65,1755A,2019/1/14 9:00
51,1756A,2019/1/14 9:00
53,1757A,2019/1/14 9:00
58,1758A,2019/1/14 9:00
53,1759A,2019/1/14 9:00
21,1760A,2019/1/14 9:00
44,1761A,2019/1/14 9:00
62,1762A,2019/1/14 9:00
59,1763A,2019/1/14 9:00
58,1764A,2019/1/14 9:00
56,1765A,2019/1/14 9:00
56,1766A,2019/1/14 9:00
39,1767A,2019/1/14 9:00
63,1768A,2019/1/14 9:00
50,1769A,2019/1/14 9:00
51,1770A,2019/1/14 9:00
56,1771A,2019/1/14 9:00
56,1772A,2019/1/14 9:00
61,1773A,2019/1/14 9:00
51,1774A,2019/1/14 9:00
62,1775A,2019/1/14 9:00
56,1776A,2019/1/14 9:00
34,1778A,2019/1/14 9:00
45,1779A,2019/1/14 9:00
39,1780A,2019/1/14 9:00
39,1781A,2019/1/14 9:00
16,1782A,2019/1/14 9:00
20,1783A,2019/1/14 9:00
43,1784A,2019/1/14 9:00
45,1785A,2019/1/14 9:00
56,1786A,2019/1/14 9:00
47,1787A,2019/1/14 9:00
49,1788A,2019/1/14 9:00
42,1789A,2019/1/14 9:00
40,1790A,2019/1/14 9:00
41,1791A,2019/1/14 9:00
75,1792A,2019/1/14 9:00
49,1793A,2019/1/14 9:00
58,1794A,2019/1/14 9:00
59,1795A,2019/1/14 9:00
69,1796A,2019/1/14 9:00
61,1797A,2019/1/14 9:00
70,1798A,2019/1/14 9:00
74,1799A,2019/1/14 9:00
68,1800A,2019/1/14 9:00
64,1801A,2019/1/14 9:00
64,1802A,2019/1/14 9:00
31,1803A,2019/1/14 9:00
39,1804A,2019/1/14 9:00
31,1805A,2019/1/14 9:00
12,1806A,2019/1/14 9:00
32,1808A,2019/1/14 9:00
28,1809A,2019/1/14 9:00
12,1810A,2019/1/14 9:00
64,1811A,2019/1/14 9:00
82,1812A,2019/1/14 9:00
80,1814A,2019/1/14 9:00
84,1815A,2019/1/14 9:00
87,1816A,2019/1/14 9:00
91,1817A,2019/1/14 9:00
38,1818A,2019/1/14 9:00
49,1819A,2019/1/14 9:00
47,1820A,2019/1/14 9:00
54,1822A,2019/1/14 9:00
50,1824A,2019/1/14 9:00
51,1825A,2019/1/14 9:00
45,1826A,2019/1/14 9:00
72,1828A,2019/1/14 9:00
71,1829A,2019/1/14 9:00
57,1830A,2019/1/14 9:00
40,1831A,2019/1/14 9:00
48,1832A,2019/1/14 9:00
46,1833A,2019/1/14 9:00
38,1834A,2019/1/14 9:00
93,1835A,2019/1/14 9:00
90,1836A,2019/1/14 9:00
94,1838A,2019/1/14 9:00
30,1839A,2019/1/14 9:00
36,1840A,2019/1/14 9:00
36,1841A,2019/1/14 9:00
22,1842A,2019/1/14 9:00
39,1843A,2019/1/14 9:00
41,1844A,2019/1/14 9:00
47,1845A,2019/1/14 9:00
33,1847A,2019/1/14 9:00
48,1848A,2019/1/14 9:00
41,1849A,2019/1/14 9:00
27,1850A,2019/1/14 9:00
45,1851A,2019/1/14 9:00
32,1852A,2019/1/14 9:00
36,1854A,2019/1/14 9:00
29,1857A,2019/1/14 9:00
13,1862A,2019/1/14 9:00
73,1959A,2019/1/14 9:00
64,1960A,2019/1/14 9:00
57,1961A,2019/1/14 9:00
68,1962A,2019/1/14 9:00
61,1963A,2019/1/14 9:00
55,1964A,2019/1/14 9:00
68,1965A,2019/1/14 9:00
44,1966A,2019/1/14 9:00
,1967A,2019/1/14 9:00
57,1968A,2019/1/14 9:00
40,1969A,2019/1/14 9:00
39,1970A,2019/1/14 9:00
55,1971A,2019/1/14 9:00
57,1972A,2019/1/14 9:00
62,1973A,2019/1/14 9:00
47,1974A,2019/1/14 9:00
