source_index,SiteCode,TimePoint,factor_index,NO2,NO2_obs
0,1097A,2019-01-14 08:00:00,0,65.18748474121094,63.0
0,1098A,2019-01-14 08:00:00,0,103.75163269042969,54.0
0,1099A,2019-01-14 08:00:00,0,94.89755249023438,58.0
0,1100A,2019-01-14 08:00:00,0,96.51451873779297,61.0
0,1102A,2019-01-14 08:00:00,0,100.91609954833984,58.0
0,1103A,2019-01-14 08:00:00,0,119.20335388183594,71.0
0,1104A,2019-01-14 08:00:00,0,115.8372573852539,72.0
0,1105A,2019-01-14 08:00:00,0,115.8372573852539,60.0
0,1106A,2019-01-14 08:00:00,0,115.8372573852539,72.0
0,1108A,2019-01-14 08:00:00,0,129.73997497558594,68.0
0,1109A,2019-01-14 08:00:00,0,46.563072204589844,62.0
0,1110A,2019-01-14 08:00:00,0,64.26415252685547,58.0
0,1111A,2019-01-14 08:00:00,0,64.26415252685547,56.0
0,1112A,2019-01-14 08:00:00,0,64.26415252685547,73.0
0,1113A,2019-01-14 08:00:00,0,64.26415252685547,33.0
0,1114A,2019-01-14 08:00:00,0,64.26415252685547,41.0
0,1115A,2019-01-14 08:00:00,0,34.628204345703125,47.0
0,1116A,2019-01-14 08:00:00,0,53.6317024230957,46.0
0,1117A,2019-01-14 08:00:00,0,53.6317024230957,67.0
0,1118A,2019-01-14 08:00:00,0,62.0916748046875,30.0
0,1119A,2019-01-14 08:00:00,0,96.58099365234375,56.0
0,1120A,2019-01-14 08:00:00,0,96.58099365234375,68.0
0,1121A,2019-01-14 08:00:00,0,90.97028350830078,61.0
0,1122A,2019-01-14 08:00:00,0,96.58099365234375,52.0
0,1124A,2019-01-14 08:00:00,0,91.80924987792969,33.0
0,1125A,2019-01-14 08:00:00,0,84.10286712646484,43.0
0,1126A,2019-01-14 08:00:00,0,90.97028350830078,49.0
0,1127A,2019-01-14 08:00:00,0,80.73177337646484,49.0
0,1128A,2019-01-14 08:00:00,0,80.73177337646484,55.0
0,1129A,2019-01-14 08:00:00,0,54.962677001953125,80.0
0,1130A,2019-01-14 08:00:00,0,63.98290252685547,62.0
0,1131A,2019-01-14 08:00:00,0,54.19246292114258,41.0
0,1132A,2019-01-14 08:00:00,0,54.962677001953125,59.0
0,1133A,2019-01-14 08:00:00,0,67.62308502197266,83.0
0,1134A,2019-01-14 08:00:00,0,67.62308502197266,76.0
0,1135A,2019-01-14 08:00:00,0,65.68977355957031,74.0
0,1136A,2019-01-14 08:00:00,0,65.68977355957031,73.0
0,1137A,2019-01-14 08:00:00,0,54.962677001953125,81.0
0,1138A,2019-01-14 08:00:00,0,55.79638671875,42.0
0,1139A,2019-01-14 08:00:00,0,66.38993835449219,36.0
0,1140A,2019-01-14 08:00:00,0,65.68977355957031,67.0
0,1141A,2019-01-14 08:00:00,0,60.62893295288086,91.0
0,1143A,2019-01-14 08:00:00,0,57.13717269897461,105.0
0,1144A,2019-01-14 08:00:00,0,68.39706420898438,98.0
0,1145A,2019-01-14 08:00:00,0,57.13717269897461,92.0
0,1146A,2019-01-14 08:00:00,0,55.7794075012207,60.0
0,1147A,2019-01-14 08:00:00,0,60.62893295288086,98.0
0,1148A,2019-01-14 08:00:00,0,8.019997596740723,97.0
0,1149A,2019-01-14 08:00:00,0,57.13717269897461,93.0
0,1150A,2019-01-14 08:00:00,0,46.01791000366211,86.0
0,1151A,2019-01-14 08:00:00,0,79.73462677001953,58.0
0,1152A,2019-01-14 08:00:00,0,79.73462677001953,61.0
0,1153A,2019-01-14 08:00:00,0,79.73462677001953,64.0
0,1154A,2019-01-14 08:00:00,0,79.73462677001953,73.0
0,1155A,2019-01-14 08:00:00,0,79.73462677001953,68.0
0,1156A,2019-01-14 08:00:00,0,79.73462677001953,62.0
0,1157A,2019-01-14 08:00:00,0,73.56800079345703,57.0
0,1158A,2019-01-14 08:00:00,0,71.79570007324219,80.0
0,1159A,2019-01-14 08:00:00,0,65.86685943603516,2.0
0,1160A,2019-01-14 08:00:00,0,62.39662170410156,61.0
0,1161A,2019-01-14 08:00:00,0,62.39662170410156,79.0
0,1162A,2019-01-14 08:00:00,0,62.39662170410156,58.0
0,1163A,2019-01-14 08:00:00,0,62.39662170410156,77.0
0,1164A,2019-01-14 08:00:00,0,62.39662170410156,65.0
0,1165A,2019-01-14 08:00:00,0,59.20381164550781,77.0
0,1166A,2019-01-14 08:00:00,0,62.39662170410156,66.0
0,1167A,2019-01-14 08:00:00,0,58.12701416015625,65.0
0,1168A,2019-01-14 08:00:00,0,41.63628005981445,63.0
0,1169A,2019-01-14 08:00:00,0,41.63628005981445,67.0
0,1170A,2019-01-14 08:00:00,0,41.63628005981445,40.0
0,1171A,2019-01-14 08:00:00,0,32.853477478027344,61.0
0,1172A,2019-01-14 08:00:00,0,40.48006057739258,78.0
0,1173A,2019-01-14 08:00:00,0,76.57537841796875,60.0
0,1177A,2019-01-14 08:00:00,0,55.72393035888672,52.0
0,1178A,2019-01-14 08:00:00,0,52.08061981201172,62.0
0,1180A,2019-01-14 08:00:00,0,49.69514846801758,40.0
0,1181A,2019-01-14 08:00:00,0,50.4738883972168,58.0
0,1182A,2019-01-14 08:00:00,0,50.4738883972168,54.0
0,1186A,2019-01-14 08:00:00,0,43.894371032714844,56.0
0,1188A,2019-01-14 08:00:00,0,65.40579986572266,82.0
0,1189A,2019-01-14 08:00:00,0,66.09391784667969,85.0
0,1190A,2019-01-14 08:00:00,0,65.40579986572266,71.0
0,1191A,2019-01-14 08:00:00,0,65.40579986572266,76.0
0,1192A,2019-01-14 08:00:00,0,61.41632080078125,87.0
0,1193A,2019-01-14 08:00:00,0,61.06140899658203,88.0
0,1194A,2019-01-14 08:00:00,0,65.40579986572266,90.0
0,1195A,2019-01-14 08:00:00,0,66.09391784667969,71.0
0,1196A,2019-01-14 08:00:00,0,59.57984161376953,88.0
0,1200A,2019-01-14 08:00:00,0,58.662105560302734,80.0
0,1201A,2019-01-14 08:00:00,0,57.20065689086914,76.0
0,1203A,2019-01-14 08:00:00,0,47.48774719238281,63.0
0,1204A,2019-01-14 08:00:00,0,52.886390686035156,68.0
0,1205A,2019-01-14 08:00:00,0,56.827667236328125,70.0
0,1206A,2019-01-14 08:00:00,0,34.69093704223633,55.0
0,1207A,2019-01-14 08:00:00,0,34.69093704223633,55.0
0,1209A,2019-01-14 08:00:00,0,34.69093704223633,63.0
0,1210A,2019-01-14 08:00:00,0,55.324283599853516,44.0
0,1211A,2019-01-14 08:00:00,0,55.324283599853516,50.0
0,1212A,2019-01-14 08:00:00,0,52.171470642089844,44.0
0,1213A,2019-01-14 08:00:00,0,49.17038345336914,41.0
0,1214A,2019-01-14 08:00:00,0,55.324283599853516,43.0
0,1215A,2019-01-14 08:00:00,0,40.477569580078125,63.0
0,1216A,2019-01-14 08:00:00,0,40.02846145629883,67.0
0,1218A,2019-01-14 08:00:00,0,40.02846145629883,58.0
0,1220A,2019-01-14 08:00:00,0,52.46462631225586,36.0
0,1221A,2019-01-14 08:00:00,0,49.599769592285156,40.0
0,1223A,2019-01-14 08:00:00,0,70.13267517089844,39.0
0,1225A,2019-01-14 08:00:00,0,66.28626251220703,30.0
0,1226A,2019-01-14 08:00:00,0,67.07861328125,67.0
0,1227A,2019-01-14 08:00:00,0,70.13267517089844,33.0
0,1228A,2019-01-14 08:00:00,0,70.13267517089844,58.0
0,1229A,2019-01-14 08:00:00,0,81.10163879394531,65.0
0,1230A,2019-01-14 08:00:00,0,81.10163879394531,53.0
0,1231A,2019-01-14 08:00:00,0,75.41190338134766,61.0
0,1232A,2019-01-14 08:00:00,0,69.6773452758789,44.0
0,1233A,2019-01-14 08:00:00,0,76.61344146728516,26.0
0,1234A,2019-01-14 08:00:00,0,18.976350784301758,58.0
0,1235A,2019-01-14 08:00:00,0,71.86474609375,50.0
0,1236A,2019-01-14 08:00:00,0,13.342230796813965,65.0
0,1237A,2019-01-14 08:00:00,0,58.77692413330078,52.0
0,1239A,2019-01-14 08:00:00,0,71.86474609375,41.0
0,1240A,2019-01-14 08:00:00,0,52.834388732910156,57.0
0,1241A,2019-01-14 08:00:00,0,49.135231018066406,41.0
0,1242A,2019-01-14 08:00:00,0,51.10065841674805,42.0
0,1243A,2019-01-14 08:00:00,0,58.252071380615234,45.0
0,1244A,2019-01-14 08:00:00,0,38.95938491821289,46.0
0,1245A,2019-01-14 08:00:00,0,51.10065841674805,32.0
0,1246A,2019-01-14 08:00:00,0,52.63089370727539,51.0
0,1247A,2019-01-14 08:00:00,0,37.275997161865234,39.0
0,1250A,2019-01-14 08:00:00,0,66.80465698242188,73.0
0,1252A,2019-01-14 08:00:00,0,69.6168212890625,71.0
0,1253A,2019-01-14 08:00:00,0,73.03260040283203,70.0
0,1255A,2019-01-14 08:00:00,0,54.952354431152344,29.0
0,1256A,2019-01-14 08:00:00,0,57.59603500366211,46.0
0,1257A,2019-01-14 08:00:00,0,57.59603500366211,45.0
0,1258A,2019-01-14 08:00:00,0,7.680102825164795,65.0
0,1259A,2019-01-14 08:00:00,0,1.933347225189209,29.0
0,1260A,2019-01-14 08:00:00,0,7.680102825164795,50.0
0,1262A,2019-01-14 08:00:00,0,72.51618194580078,48.0
0,1263A,2019-01-14 08:00:00,0,72.51618194580078,46.0
0,1264A,2019-01-14 08:00:00,0,64.17002868652344,40.0
0,1265A,2019-01-14 08:00:00,0,64.17002868652344,33.0
0,1266A,2019-01-14 08:00:00,0,62.279075622558594,37.0
0,1267A,2019-01-14 08:00:00,0,45.65693283081055,26.0
0,1268A,2019-01-14 08:00:00,0,45.65693283081055,28.0
0,1269A,2019-01-14 08:00:00,0,47.39221954345703,21.0
0,1270A,2019-01-14 08:00:00,0,58.718406677246094,63.0
0,1271A,2019-01-14 08:00:00,0,57.99393844604492,54.0
0,1272A,2019-01-14 08:00:00,0,55.13151931762695,41.0
0,1273A,2019-01-14 08:00:00,0,55.13151931762695,26.0
0,1274A,2019-01-14 08:00:00,0,55.13151931762695,56.0
0,1275A,2019-01-14 08:00:00,0,55.13151931762695,35.0
0,1276A,2019-01-14 08:00:00,0,57.99393844604492,36.0
0,1277A,2019-01-14 08:00:00,0,59.510074615478516,54.0
0,1278A,2019-01-14 08:00:00,0,59.510074615478516,51.0
0,1279A,2019-01-14 08:00:00,0,57.67395782470703,38.0
0,1280A,2019-01-14 08:00:00,0,42.99479293823242,38.0
0,1282A,2019-01-14 08:00:00,0,51.2021369934082,39.0
0,1283A,2019-01-14 08:00:00,0,51.2021369934082,31.0
0,1284A,2019-01-14 08:00:00,0,49.55149459838867,29.0
0,1285A,2019-01-14 08:00:00,0,51.2021369934082,26.0
0,1286A,2019-01-14 08:00:00,0,36.44572448730469,13.0
0,1287A,2019-01-14 08:00:00,0,47.92256164550781,32.0
0,1288A,2019-01-14 08:00:00,0,47.92256164550781,23.0
0,1290A,2019-01-14 08:00:00,0,50.08608627319336,47.0
0,1291A,2019-01-14 08:00:00,0,50.08608627319336,48.0
0,1292A,2019-01-14 08:00:00,0,48.722084045410156,11.0
0,1293A,2019-01-14 08:00:00,0,41.833160400390625,37.0
0,1294A,2019-01-14 08:00:00,0,50.08608627319336,44.0
0,1295A,2019-01-14 08:00:00,0,51.42278289794922,45.0
0,1296A,2019-01-14 08:00:00,0,48.722084045410156,16.0
0,1298A,2019-01-14 08:00:00,0,50.08608627319336,30.0
0,1299A,2019-01-14 08:00:00,0,56.91284942626953,61.0
0,1300A,2019-01-14 08:00:00,0,69.66787719726562,80.0
0,1301A,2019-01-14 08:00:00,0,71.13436126708984,83.0
0,1302A,2019-01-14 08:00:00,0,69.66787719726562,80.0
0,1303A,2019-01-14 08:00:00,0,71.13436126708984,78.0
0,1304A,2019-01-14 08:00:00,0,69.66787719726562,81.0
0,1305A,2019-01-14 08:00:00,0,71.13436126708984,84.0
0,1306A,2019-01-14 08:00:00,0,63.817440032958984,83.0
0,1307A,2019-01-14 08:00:00,0,97.52265930175781,54.0
0,1308A,2019-01-14 08:00:00,0,112.22603607177734,61.0
0,1309A,2019-01-14 08:00:00,0,115.68587493896484,77.0
0,1310A,2019-01-14 08:00:00,0,111.87698364257812,94.0
0,1311A,2019-01-14 08:00:00,0,115.68587493896484,65.0
0,1312A,2019-01-14 08:00:00,0,115.68587493896484,59.0
0,1313A,2019-01-14 08:00:00,0,111.87698364257812,65.0
0,1314A,2019-01-14 08:00:00,0,99.2433853149414,64.0
0,1315A,2019-01-14 08:00:00,0,101.77803039550781,64.0
0,1316A,2019-01-14 08:00:00,0,64.1175308227539,57.0
0,1317A,2019-01-14 08:00:00,0,69.14994812011719,67.0
0,1318A,2019-01-14 08:00:00,0,71.71556854248047,49.0
0,1319A,2019-01-14 08:00:00,0,71.71556854248047,64.0
0,1320A,2019-01-14 08:00:00,0,64.1175308227539,41.0
0,1321A,2019-01-14 08:00:00,0,64.1175308227539,51.0
0,1322A,2019-01-14 08:00:00,0,69.14994812011719,82.0
0,1323A,2019-01-14 08:00:00,0,69.14994812011719,67.0
0,1324A,2019-01-14 08:00:00,0,81.71766662597656,47.0
0,1325A,2019-01-14 08:00:00,0,65.69213104248047,64.0
0,1326A,2019-01-14 08:00:00,0,56.307762145996094,45.0
0,1327A,2019-01-14 08:00:00,0,57.629520416259766,49.0
0,1328A,2019-01-14 08:00:00,0,65.69213104248047,56.0
0,1329A,2019-01-14 08:00:00,0,57.629520416259766,35.0
0,1330A,2019-01-14 08:00:00,0,56.307762145996094,43.0
0,1331A,2019-01-14 08:00:00,0,57.629520416259766,28.0
0,1333A,2019-01-14 08:00:00,0,40.14802169799805,40.0
0,1334A,2019-01-14 08:00:00,0,35.686859130859375,36.0
0,1336A,2019-01-14 08:00:00,0,49.62615203857422,36.0
0,1337A,2019-01-14 08:00:00,0,65.71471405029297,43.0
0,1338A,2019-01-14 08:00:00,0,58.858585357666016,39.0
0,1339A,2019-01-14 08:00:00,0,61.03469467163086,41.0
0,1340A,2019-01-14 08:00:00,0,58.858585357666016,30.0
0,1341A,2019-01-14 08:00:00,0,58.858585357666016,42.0
0,1342A,2019-01-14 08:00:00,0,61.03469467163086,39.0
0,1343A,2019-01-14 08:00:00,0,49.95449447631836,38.0
0,1344A,2019-01-14 08:00:00,0,57.088775634765625,36.0
0,1345A,2019-01-14 08:00:00,0,50.76396560668945,43.0
0,1346A,2019-01-14 08:00:00,0,50.76396560668945,42.0
0,1348A,2019-01-14 08:00:00,0,53.9753303527832,41.0
0,1349A,2019-01-14 08:00:00,0,51.3367805480957,50.0
0,1350A,2019-01-14 08:00:00,0,49.80219268798828,55.0
0,1351A,2019-01-14 08:00:00,0,19.82316780090332,35.0
0,1352A,2019-01-14 08:00:00,0,50.76396560668945,40.0
0,1353A,2019-01-14 08:00:00,0,15.073866844177246,28.0
0,1354A,2019-01-14 08:00:00,0,38.00119400024414,34.0
0,1355A,2019-01-14 08:00:00,0,24.702045440673828,32.0
0,1356A,2019-01-14 08:00:00,0,56.64703369140625,24.0
0,1357A,2019-01-14 08:00:00,0,56.64703369140625,19.0
0,1358A,2019-01-14 08:00:00,0,48.19356155395508,26.0
0,1359A,2019-01-14 08:00:00,0,65.10340118408203,24.0
0,1360A,2019-01-14 08:00:00,0,49.83769607543945,63.0
0,1361A,2019-01-14 08:00:00,0,45.48482131958008,6.0
0,1362A,2019-01-14 08:00:00,0,65.3739242553711,36.0
0,1363A,2019-01-14 08:00:00,0,24.55548667907715,11.0
0,1364A,2019-01-14 08:00:00,0,23.991226196289062,11.0
0,1365A,2019-01-14 08:00:00,0,33.692134857177734,11.0
0,1366A,2019-01-14 08:00:00,0,52.85000991821289,9.0
0,1367A,2019-01-14 08:00:00,0,36.77642822265625,17.0
0,1368A,2019-01-14 08:00:00,0,17.600177764892578,33.0
0,1369A,2019-01-14 08:00:00,0,69.8238296508789,16.0
0,1370A,2019-01-14 08:00:00,0,19.031482696533203,24.0
0,1371A,2019-01-14 08:00:00,0,47.81698989868164,42.0
0,1372A,2019-01-14 08:00:00,0,47.81698989868164,33.0
0,1373A,2019-01-14 08:00:00,0,47.81698989868164,38.0
0,1374A,2019-01-14 08:00:00,0,51.1819953918457,52.0
0,1375A,2019-01-14 08:00:00,0,69.56388092041016,42.0
0,1376A,2019-01-14 08:00:00,0,41.27033615112305,41.0
0,1377A,2019-01-14 08:00:00,0,35.89899444580078,39.0
0,1378A,2019-01-14 08:00:00,0,32.76007080078125,36.0
0,1379A,2019-01-14 08:00:00,0,65.83090209960938,51.0
0,1380A,2019-01-14 08:00:00,0,65.83090209960938,36.0
0,1381A,2019-01-14 08:00:00,0,65.83090209960938,28.0
0,1382A,2019-01-14 08:00:00,0,44.062503814697266,24.0
0,1383A,2019-01-14 08:00:00,0,71.9555892944336,51.0
0,1384A,2019-01-14 08:00:00,0,71.9555892944336,56.0
0,1385A,2019-01-14 08:00:00,0,71.9555892944336,54.0
0,1386A,2019-01-14 08:00:00,0,71.9555892944336,51.0
0,1387A,2019-01-14 08:00:00,0,32.81633377075195,46.0
0,1388A,2019-01-14 08:00:00,0,32.81633377075195,45.0
0,1389A,2019-01-14 08:00:00,0,32.81633377075195,42.0
0,1390A,2019-01-14 08:00:00,0,32.81633377075195,48.0
0,1391A,2019-01-14 08:00:00,0,41.80526351928711,51.0
0,1392A,2019-01-14 08:00:00,0,20.256492614746094,36.0
0,1393A,2019-01-14 08:00:00,0,20.256492614746094,34.0
0,1394A,2019-01-14 08:00:00,0,20.256492614746094,35.0
0,1395A,2019-01-14 08:00:00,0,19.450517654418945,38.0
0,1396A,2019-01-14 08:00:00,0,19.450517654418945,34.0
0,1397A,2019-01-14 08:00:00,0,25.446931838989258,39.0
0,1398A,2019-01-14 08:00:00,0,25.446931838989258,44.0
0,1400A,2019-01-14 08:00:00,0,22.186246871948242,49.0
0,1508A,2019-01-14 08:00:00,0,58.29555130004883,31.0
0,1511A,2019-01-14 08:00:00,0,58.29555130004883,39.0
0,1512A,2019-01-14 08:00:00,0,58.29555130004883,38.0
0,1513A,2019-01-14 08:00:00,0,56.98593521118164,51.0
0,1514A,2019-01-14 08:00:00,0,58.29555130004883,44.0
0,1515A,2019-01-14 08:00:00,0,67.20581817626953,39.0
0,1518A,2019-01-14 08:00:00,0,63.04880905151367,42.0
0,1519A,2019-01-14 08:00:00,0,67.20581817626953,44.0
0,1520A,2019-01-14 08:00:00,0,67.20581817626953,38.0
0,1524A,2019-01-14 08:00:00,0,67.20581817626953,49.0
0,1559A,2019-01-14 08:00:00,0,63.94113540649414,32.0
0,1562A,2019-01-14 08:00:00,0,58.29555130004883,40.0
0,1564A,2019-01-14 08:00:00,0,23.317615509033203,24.0
0,1596A,2019-01-14 08:00:00,0,66.20963287353516,70.0
0,1597A,2019-01-14 08:00:00,0,66.20963287353516,71.0
0,1598A,2019-01-14 08:00:00,0,66.60576629638672,55.0
0,1599A,2019-01-14 08:00:00,0,60.839317321777344,47.0
0,1600A,2019-01-14 08:00:00,0,76.98457336425781,44.0
0,1601A,2019-01-14 08:00:00,0,64.43936920166016,58.0
0,1602A,2019-01-14 08:00:00,0,74.8926773071289,50.0
0,1603A,2019-01-14 08:00:00,0,76.98457336425781,70.0
0,1604A,2019-01-14 08:00:00,0,57.85288619995117,51.0
0,1605A,2019-01-14 08:00:00,0,59.607730865478516,50.0
0,1606A,2019-01-14 08:00:00,0,38.356510162353516,40.0
0,1607A,2019-01-14 08:00:00,0,48.13734817504883,60.0
0,1608A,2019-01-14 08:00:00,0,37.22787094116211,50.0
0,1609A,2019-01-14 08:00:00,0,37.05720138549805,75.0
0,1610A,2019-01-14 08:00:00,0,37.22787094116211,43.0
0,1611A,2019-01-14 08:00:00,0,47.81156539916992,26.0
0,1612A,2019-01-14 08:00:00,0,47.81156539916992,33.0
0,1613A,2019-01-14 08:00:00,0,40.01187515258789,39.0
0,1614A,2019-01-14 08:00:00,0,47.81156539916992,23.0
0,1616A,2019-01-14 08:00:00,0,58.635433197021484,60.0
0,1618A,2019-01-14 08:00:00,0,62.922088623046875,85.0
0,1619A,2019-01-14 08:00:00,0,56.899166107177734,73.0
0,1620A,2019-01-14 08:00:00,0,59.665496826171875,72.0
0,1621A,2019-01-14 08:00:00,0,62.922088623046875,84.0
0,1622A,2019-01-14 08:00:00,0,76.8069076538086,49.0
0,1624A,2019-01-14 08:00:00,0,77.07127380371094,44.0
0,1625A,2019-01-14 08:00:00,0,63.295654296875,55.0
0,1627A,2019-01-14 08:00:00,0,63.295654296875,63.0
0,1628A,2019-01-14 08:00:00,0,80.91677856445312,90.0
0,1629A,2019-01-14 08:00:00,0,80.91677856445312,85.0
0,1630A,2019-01-14 08:00:00,0,84.25856018066406,95.0
0,1631A,2019-01-14 08:00:00,0,73.16307830810547,85.0
0,1632A,2019-01-14 08:00:00,0,80.95883178710938,74.0
0,1633A,2019-01-14 08:00:00,0,45.10866165161133,59.0
0,1634A,2019-01-14 08:00:00,0,68.66266632080078,65.0
0,1635A,2019-01-14 08:00:00,0,79.56027221679688,47.0
0,1636A,2019-01-14 08:00:00,0,76.45855712890625,82.0
0,1637A,2019-01-14 08:00:00,0,59.71696090698242,73.0
0,1639A,2019-01-14 08:00:00,0,49.248069763183594,85.0
0,1640A,2019-01-14 08:00:00,0,47.15234375,49.0
0,1642A,2019-01-14 08:00:00,0,99.73747253417969,60.0
0,1643A,2019-01-14 08:00:00,0,99.15464782714844,69.0
0,1644A,2019-01-14 08:00:00,0,99.73747253417969,59.0
0,1645A,2019-01-14 08:00:00,0,99.15464782714844,54.0
0,1646A,2019-01-14 08:00:00,0,99.73747253417969,62.0
0,1648A,2019-01-14 08:00:00,0,91.2798080444336,72.0
0,1650A,2019-01-14 08:00:00,0,92.45708465576172,72.0
0,1652A,2019-01-14 08:00:00,0,88.89372253417969,64.0
0,1653A,2019-01-14 08:00:00,0,61.70280075073242,69.0
0,1654A,2019-01-14 08:00:00,0,69.88667297363281,71.0
0,1655A,2019-01-14 08:00:00,0,69.88667297363281,78.0
0,1656A,2019-01-14 08:00:00,0,62.312252044677734,72.0
0,1657A,2019-01-14 08:00:00,0,61.444217681884766,65.0
0,1658A,2019-01-14 08:00:00,0,61.444217681884766,65.0
